"x","y"
-126.047662896626,48.114803172705
-125.896667480469,48.1847229003906
-125.499443054199,48.30611038208
-125.379997253418,48.337776184082
-125.153343200684,48.4463882446289
-125.140266418457,48.4527778625488
-125.096389770508,48.469165802002
-125.001663208008,48.4955558776856
-124.98722076416,48.4991683959961
-124.914436340332,48.5038871765137
-124.839157104492,48.5061111450195
-124.78694152832,48.5030555725098
-124.725891113281,48.4936561584473
-124.0107421875,48.2968673706054
-123.677757263184,48.2401847839356
-123.539916992188,48.2247428894043
-123.247138977051,48.2841987609863
-123.11385345459,48.4230117797852
-123.158576965332,48.4536895751953
-123.217628479004,48.5488891601563
-123.266571044922,48.6941719055176
-123.007186889648,48.7672729492188
-123.007179260254,48.8313903808593
-123.320922851562,49.0022468566895
-123.089393615723,49.0022315979004
-123.088043212891,49.0022315979004
-123.073997497559,49.0022354125977
-123.067359924316,49.0022392272949
-123.067108154297,49.0022392272949
-123.06672668457,49.0022392272949
-123.060012817383,49.0022392272949
-123.036849975586,49.0022506713867
-123.036598205566,49.0022506713867
-123.034927368164,49.0022506713867
-122.758499145508,49.002254486084
-122.7585,50.75
-130,50.75
-126.047662896626,48.114803172705
