"x","y"
-121.0835,34.43855
-119.962730407715,34.4385452270508
-119.961051940918,34.4369239807129
-119.956413269043,34.4345817565918
-119.955787658691,34.4343566894531
-119.954772949219,34.4339370727539
-119.950736999512,34.4332656860352
-119.949783325195,34.4332313537598
-119.948760986328,34.4332466125488
-119.948089599609,34.4333763122558
-119.946662902832,34.4337921142578
-119.943893432617,34.4339370727539
-119.942832946777,34.4339027404785
-119.941993713379,34.4339027404785
-119.941307067871,34.4340209960938
-119.940437316895,34.4342575073242
-119.938369750977,34.4344902038574
-119.935050964355,34.4344940185547
-119.933288574219,34.4342117309571
-119.932220458984,34.43408203125
-119.93058013916,34.4338150024414
-119.929656982422,34.4336357116699
-119.9287109375,34.4335823059082
-119.927940368652,34.4337654113769
-119.925971984863,34.4333000183105
-119.924957275391,34.4329376220703
-119.924156188965,34.4326133728027
-119.923179626465,34.4322776794434
-119.92227935791,34.431941986084
-119.921417236328,34.4315910339355
-119.92015838623,34.4310340881348
-119.91771697998,34.4299087524414
-119.9169921875,34.4295845031738
-119.91625213623,34.4292221069336
-119.915573120117,34.4289093017578
-119.91374206543,34.4278755187988
-119.913116455078,34.4274711608886
-119.912216186523,34.4269523620606
-119.911491394043,34.4265632629395
-119.910949707031,34.4262657165527
-119.908348083496,34.4248466491699
-119.907928466797,34.4243354797363
-119.907096862793,34.4239921569824
-119.905723571777,34.4231910705566
-119.905059814453,34.4226531982422
-119.900093078613,34.4198532104492
-119.899002075195,34.4195938110352
-119.895606994629,34.4191970825195
-119.893951416016,34.4188537597656
-119.893119812012,34.4188537597656
-119.892372131348,34.4186477661133
-119.891746520996,34.4185676574707
-119.888061523437,34.4167747497559
-119.880996704102,34.409252166748
-119.879676818848,34.4074172973633
-119.878646850586,34.4063339233398
-119.878158569336,34.405990600586
-119.877326965332,34.405704498291
-119.876502990723,34.405704498291
-119.875717163086,34.4060287475586
-119.874038696289,34.4072303771973
-119.871597290039,34.407772064209
-119.870559692383,34.407886505127
-119.864616394043,34.4078369140625
-119.863510131836,34.4080123901367
-119.862678527832,34.4080123901367
-119.859092712402,34.4074440002441
-119.856742858887,34.4074478149414
-119.855903625488,34.4072189331055
-119.855346679687,34.4072189331055
-119.85424041748,34.4068756103515
-119.853691101074,34.4068794250488
-119.850158691406,34.4055633544922
-119.849403381348,34.4051666259765
-119.847457885742,34.4043655395508
-119.846771240234,34.403793334961
-119.845443725586,34.4033813476562
-119.844596862793,34.4032745361328
-119.843940734863,34.4049415588379
-119.843597412109,34.4056282043457
-119.842346191406,34.4081497192383
-119.842079162598,34.409294128418
-119.842292785645,34.4097518920898
-119.840843200684,34.4118156433106
-119.839599609375,34.4128494262696
-119.837387084961,34.4141120910644
-119.834976196289,34.4151153564453
-119.833053588867,34.4153442382813
-119.832138061523,34.4153709411621
-119.828727722168,34.4155387878418
-119.827606201172,34.4155769348144
-119.825820922852,34.4155921936035
-119.819938659668,34.4156341552735
-119.818511962891,34.415542602539
-119.817947387695,34.4155082702637
-119.817222595215,34.4154930114746
-119.816551208496,34.4154739379883
-119.815406799316,34.4155082702637
-119.812187194824,34.414909362793
-119.809600830078,34.4152870178223
-119.808067321777,34.4153137207031
-119.806053161621,34.4160537719726
-119.805313110352,34.4163513183594
-119.804252624512,34.4166374206543
-119.803108215332,34.4166831970215
-119.802406311035,34.4166069030761
-119.801788330078,34.4165115356445
-119.801200866699,34.4165306091308
-119.800331115723,34.4165496826172
-119.79963684082,34.4166679382325
-119.798431396484,34.4167366027832
-119.797706604004,34.4169883728027
-119.796752929688,34.4170188903809
-119.795593261719,34.4167213439941
-119.794258117676,34.4164505004883
-119.791923522949,34.4164505004883
-119.78678894043,34.4151992797851
-119.781532287598,34.4134864807129
-119.779457092285,34.4129753112793
-119.77848815918,34.4126319885254
-119.776489257812,34.4116973876953
-119.775947570801,34.4114379882813
-119.775459289551,34.4110717773437
-119.774383544922,34.4105262756348
-119.773643493652,34.4100189208984
-119.772811889648,34.4096755981445
-119.772079467773,34.4095687866211
-119.771392822266,34.4093437194824
-119.769027709961,34.4088363647461
-119.767562866211,34.4082336425781
-119.76490020752,34.4075164794922
-119.763847351074,34.4072608947754
-119.76318359375,34.406982421875
-119.762420654297,34.4066009521484
-119.761863708496,34.4063568115235
-119.760940551758,34.4058303833008
-119.760383605957,34.4056167602539
-119.759651184082,34.405502319336
-119.758949279785,34.4053840637207
-119.758010864258,34.4051551818847
-119.756767272949,34.4046821594238
-119.755813598633,34.4045562744141
-119.754692077637,34.4041862487793
-119.754043579102,34.4042091369629
-119.753356933594,34.4042663574219
-119.752113342285,34.4043273925781
-119.751091003418,34.4041900634766
-119.750152587891,34.404109954834
-119.749320983887,34.4038848876953
-119.748901367188,34.4037704467774
-119.748626708984,34.4037742614746
-119.748077392578,34.4037742614746
-119.747657775879,34.4036598205566
-119.747108459473,34.4035453796386
-119.746406555176,34.4034385681152
-119.746002197266,34.4034385681152
-119.745452880859,34.4033241271973
-119.744903564453,34.4030952453613
-119.744476318359,34.4030990600586
-119.743927001953,34.4029884338379
-119.743103027344,34.402645111084
-119.742820739746,34.402530670166
-119.742408752441,34.4023056030273
-119.741996765137,34.4020767211914
-119.741439819336,34.4018516540527
-119.741027832031,34.4017372131347
-119.740333557129,34.4015121459961
